instance family sat lad snd vf2 sequential no-backjumping no-all-diff no-supplementals full-all-diff threaded
g2-g18 2 1 000 289 0 1 1 1 0 1 8
g2-g19 2 1 001 317 0 1 1 1 0 2 8
g2-g20 2 1 003 438 0 6 6 6 0 6 21
g2-g21 2 1 007 408 0 74 74 74 0 73 188
g2-g22 2 1 001 330 0 1 1 1 0 2 10
g2-g23 2 1 001 315 0 4 3 3 0 4 11
g2-g24 2 0 000 409 12 2 1 3 2 1 12
g2-g25 2 1 000 301 0 1 1 1 0 2 11
g2-g26 2 1 001 381 31172 4 4 4 0 4 12
g2-g27 2 1 003 301 0 7 7 7 0 5 13
g2-g28 2 1 000 559 1 2 2 1 0 2 12
g2-g29 2 1 005 337 0 7 7 7 0 8 15
g2-g3 2 0 001 395 1 0 0 0 0 9 9
g2-g30 2 1 002 409 0 8 7 8 0 10 18
g2-g31 2 1 005 334 0 10 11 11 0 9 20
g2-g32 2 1 012 404 2 596 602 600 0 595 1345
g2-g33 2 1 002 299 0 3 2 3 0 5 10
g2-g34 2 1 002 331 0 1 1 2 0 3 8
g2-g35 2 1 002 312 1 3 2 3 0 9 10
g2-g36 2 1 003 338 0 2 2 3 0 6 10
g2-g37 2 1 005 491 0 6 5 6 0 7 11
g2-g38 2 1 000 338 0 2 2 2 0 3 14
g2-g39 2 1 003 440 0 2 2 2 0 3 10
g2-g4 2 1 000 249 0 0 0 0 0 0 8
g2-g40 2 1 014 480 1 183 183 183 1 184 349
g2-g41 2 1 004 336 0 3 3 2 0 4 9
g2-g42 2 1 003 352 0 3 3 3 0 3 9
g2-g43 2 1 005 342 0 9 10 9 0 13 17
g2-g44 2 1 005 675 0 12 12 12 0 12 19
g2-g45 2 1 002 509 0 15 16 12 0 12 18
g2-g46 2 1 005 481 0 7 7 7 0 8 14
g2-g47 2 1 003 410 0 7 9 7 0 8 15
g2-g48 2 1 007 434 0 11 10 11 0 12 16
g2-g49 2 1 006 349 1 11 10 8 0 8 14
g2-g5 2 1 000 307 0 0 0 0 0 1 8
g2-g50 2 1 017 520 1 141 142 141 0 156 229
g2-g6 2 1 000 263 0 0 0 0 0 1 11
g2-g7 2 1 000 253 0 0 0 0 0 0 8
g2-g8 2 1 000 285 0 0 0 0 0 1 11
g2-g9 2 1 000 335 0 0 0 1 0 36 11
g20-g21 2 1 571 2036 1 139 136 381 13 150 191
g20-g23 2 0 000 644 1 8 7 7 0 8 19
g20-g26 2 0 000 481 0 7 7 7 0 7 15
g20-g27 2 0 000 600 134 9 9 9 0 9 18
g20-g29 2 0 000 624 2 13 13 13 0 16 22
g20-g30 2 0 000 630 1 13 13 13 0 16 21
g20-g31 2 0 000 840 5 16 16 18 1 14 23
g20-g32 2 1 1069 4113 2 645 647 650 4 676 1393
g20-g38 2 0 000 523 0 9 9 9 0 7 16
g20-g40 2 X 1e8 1e8 1e8 1e8 1e8 1e8 1e8 1e8 1e8
g20-g43 2 0 001 825 9 12 12 16 1 12 20
g20-g44 2 0 000 810 6 14 14 14 0 14 18
g20-g45 2 0 000 805 4 15 14 14 1 18 18
g20-g48 2 0 000 680 0 13 13 13 0 17 20
g20-g50 2 X 1e8 1e8 1e8 1e8 1e8 1e8 1e8 1e8 1e8
g21-g27 2 0 000 626 1 78 79 79 0 77 165
g21-g32 2 1 4795 9127 3 766 763 760 8 784 1520
g21-g40 2 0 049 2632 4 280 272 273 4 266 437
g21-g50 2 0 000 2097 1e8 266 216 218 3 208 317
g22-g23 2 0 002 612 1e8 7 7 7 0 10 8
g22-g25 2 0 000 365 1887 3 3 2 0 3 8
g22-g26 2 0 002 702 1e8 6 6 6 0 6 8
g22-g27 2 0 017 1094 1e8 36 28 89 9 535 20
g22-g28 2 0 000 379 0 1 2 1 0 1 7
g22-g29 2 0 038 849 1e8 38 38 42 12 613 21
g22-g30 2 0 035 852 1e8 24 25 27 6 621 20
g22-g31 2 0 1e8 915 1e8 29 28 33 8 855 29
g22-g32 2 1 281 2213 2 613 615 612 1 631 1418
g22-g33 2 0 000 445 3 6 6 6 0 6 9
g22-g37 2 1 048 739 1e8 18 18 28 6 838 13
g22-g38 2 0 002 334 79 3 3 3 0 3 8
g22-g40 2 1 221 1631 1e8 196 197 196 2 502 357
g22-g43 2 X 1e8 1e8 1e8 1e8 1e8 1e8 1e8 1e8 1e8
g22-g44 2 0 052 1097 1e8 47 46 77 9 1439 23
g22-g45 2 0 045 1024 1e8 45 45 49 6 1846 24
g22-g46 2 0 048 1006 1e8 25 25 25 5 108 14
g22-g47 2 0 045 960 1e8 25 25 26 7 109 15
g22-g48 2 0 080 1095 1e8 27 26 29 8 232 17
g22-g49 2 0 1e8 1e8 1e8 1e8 1e8 1e8 1e8 1e8 13102528
g22-g50 2 1 243 1781 1e8 166 158 167 3 493 218
g23-g27 2 0 004 644 1e8 21 21 21 1 14 11
g23-g32 2 1 252 2250 2 632 631 633 1 651 1182
g23-g40 2 1 292 1785 1e8 61582 3402077 851243 50032 12075041 350
g23-g50 2 1 239 1793 1e8 173 173 1e8 2 262 215
g24-g25 2 0 000 555 1e8 2 1 1 0 2 7
g24-g26 2 1 011 663 1e8 5 5 99 1 63 12
g24-g27 2 1 015 649 1 7 5 6 0 74 14
g24-g28 2 0 000 412 0 2 3 2 0 2 8
g24-g29 2 0 1e8 787 1e8 5884 1e8 6566 20318 1844733 885
g24-g30 2 0 1e8 934 1e8 6866 1e8 6690 20857 2205917 3991
g24-g31 2 0 1e8 235878 1e8 52919 1e8 49871 77963 17403624 13259
g24-g32 2 1 054 1212 1 606 606 602 0 610 1354
g24-g33 2 0 004 648 40149 3 4 3 0 4 8
g24-g35 2 0 005 695 7956 5 4 3 1 11 7
g24-g36 2 0 002 590 2595 5 4 3 0 4 8
g24-g37 2 1 027 794 17 9 9 7 1 120 11
g24-g38 2 0 011 456 1e8 5 5 5 40102 3 9
g24-g39 2 0 007 695 995 3 4 3 0 3 8
g24-g40 2 1 053 1403 1 183 185 182 1 253 312
g24-g41 2 0 004 773 6346 3 3 5 1 3 8
g24-g42 2 1 026 828 39 5 5 5 1151097 153 10
g24-g43 2 1 033 849 5 13 19 554 19 109 17
g24-g44 2 0 044 2525 1e8 22 22 24 8 3433 23
g24-g45 2 0 026 3850 1e8 24 24 24 8 3225 23
g24-g46 2 0 1e8 939 1e8 10 11 12 3474 291 14
g24-g47 2 0 1e8 1005 1e8 10 11 15 2229 191 14
g24-g48 2 0 1e8 1031 1e8 95 1e8 92 4447 26205 44
g24-g49 2 1 045 922 111 11 12 10 1 101 19
g24-g50 2 1 069 1459 1 144 143 150 1 165 221
g25-g26 2 1 006 692 90101 6 9 11 1 28 10
g25-g27 2 0 130 20449 1e8 362 521 16637 285 116239 70
g25-g29 2 0 042 753 1e8 15 14 15 2 45 20
g25-g30 2 0 031 736 1e8 17 17 21 2 39 20
g25-g31 2 0 038 885 1e8 16 16 20 2 67 17
g25-g32 2 1 156 1303 2 603 604 603 1 620 1245
g25-g38 2 0 000 461 35917828 3 5 3 0 3 9
g25-g40 2 1 129 1442 1e8 187 188 186 1 205 362
g25-g43 2 1 111346 421113 1e8 207 267 437 152 33797 17
g25-g44 2 0 040 1159 1e8 23 24 27 2 65 19
g25-g45 2 0 025 999 1e8 23 23 28 2 65 18
g25-g46 2 0 022 801 1e8 12 12 13 1 15 12
g25-g47 2 0 019 806 1e8 12 12 13 1 15 11
g25-g48 2 0 041 928 1e8 21 21 22 2 31 15
g25-g49 2 1 062 1259 1e8 15 22 8822 1 419 16
g25-g50 2 1 122 1420 1e8 148 148 148 1 149 205
g26-g27 2 0 005 654 1e8 16 15 15 0 14 14
g26-g32 2 1 310 2377 2 665 633 664 2 643 1423
g26-g40 2 1 198 1841 1e8 219 388 441 14 2455 303
g26-g50 2 1 265 1787 1 181 176 1e8 3 313 224
g27-g32 2 1 734 3369 2 650 659 653 3 676 1241
g27-g50 2 1 229 235693 1e8 352 351 351 5 513 250
g28-g29 2 1 038 1035 1e8 12 12 14 1 141 20
g28-g30 2 1 035 1012 1e8 12 12 12 1 141 20
g28-g31 2 1 067 1035 1e8 13 13 13 1 149 19
g28-g32 2 1 112 2327 2 604 606 601 1 623 1326
g28-g33 2 0 003 650 1e8 3 5 3 0 3 7
g28-g37 2 1 61523 1e8 1e8 1e8 1e8 1e8 1e8 1e8 7278
g28-g38 2 0 003 334 1e8 2 2 4 0 2 8
g28-g40 2 1 086 1723 1e8 190 188 189 2 350 298
g28-g43 2 1 1e8 1e8 1e8 1e8 1e8 1e8 1e8 1e8 21
g28-g44 2 1 060 2295 1e8 21 21 21 2 168 19
g28-g45 2 1 036 2386 1e8 22 22 22 2 168 20
g28-g46 2 1 043 1082 1e8 18 18 18 7 196 18
g28-g47 2 1 036 1237 1e8 20 1106 1485 7 152 16
g28-g48 2 1 069 1194 1e8 19 19 19 2 261 15
g28-g49 2 1 5683 1e8 1e8 1e8 1e8 1e8 1e8 1e8 629
g28-g50 2 1 121 1892 104 147 146 146 1 333 232
g29-g30 2 0 000 789 1239378 17 17 16 1 16 21
g29-g31 2 1 011 1416 1 53 54 53 3 74 26
g29-g32 2 1 1100 6072 2 687 695 688 3 731 1294
g29-g40 2 X 1e8 1e8 1e8 1e8 1e8 1e8 1e8 1e8 1e8
g29-g44 2 0 000 1536 1e8 20 20 19 1 18 19
g29-g45 2 0 000 1297 1e8 19 19 19 1 18 18
g29-g50 2 0 1e8 1e8 1e8 221 222 220 1e8 212 226
g3-g10 2 0 003 384 8 5 5 5 1 3 21
g3-g11 2 0 003 315 1203 1 1 1 2 2 11
g3-g12 2 0 004 332 112543 1 1 1 24 2 9
g3-g13 2 1 000 322 1 2 2 2 0 2 13
g3-g14 2 1 000 294 8 2 2 2 0 2 10
g3-g15 2 1 000 304 0 2 2 2 0 3 11
g3-g16 2 1 001 549 169 3 3 3 0 20 10
g3-g17 2 0 000 337 2 1 1 1 0 1 9
g3-g18 2 0 010 342 4 0 0 0 1 1 7
g3-g19 2 0 006 341 398 2 2 2 2 2 10
g3-g20 2 1 003 323 0 6 6 7 0 6 21
g3-g21 2 1 008 377 0 75 74 75 0 73 208
g3-g22 2 1 000 381 64 3 2 2 0 5 12
g3-g23 2 1 002 295 18 3 4 5 0 78 12
g3-g24 2 0 000 419 1 1 0 0 0 1 8
g3-g25 2 1 000 285 0 1 1 1 0 2 11
g3-g26 2 1 001 465 1484 5 5 8 0 26 11
g3-g27 2 1 003 310 3 6 5 6 0 5 14
g3-g28 2 0 000 359 0 1 0 1 0 0 6
g3-g29 2 1 005 443 0 9 8 8 0 8 17
g3-g30 2 1 004 487 0 11 10 10 0 8 15
g3-g31 2 1 004 361 0 12 11 12 0 10 30
g3-g32 2 1 007 487 2 622 623 622 0 594 1317
g3-g33 2 0 115 2867 3242 7 7 7 8 1018 24
g3-g34 2 0 054 447 7 1 1 1 2 1 7
g3-g35 2 1 003 307 0 6 5 6 0 14 13
g3-g36 2 0 075 1123 150 4 4 4 8 124 14
g3-g37 2 1 003 381 2 5 5 5 0 9 11
g3-g38 2 0 001 495 133797 2 2 2 24 2 9
g3-g39 2 0 128 2298 722 7 6 7 8 650 24
g3-g4 2 1 000 271 0 0 0 0 0 0 7
g3-g40 2 1 010 544 1 180 188 181 0 181 372
g3-g41 2 0 158 3934 2253 15 14 15 20 671 25
g3-g42 2 1 005 316 0 5 7 5 0 5 13
g3-g43 2 1 007 343 0 21 21 21 0 34 26
g3-g44 2 1 004 638 18 12 17 18 1 13 16
g3-g45 2 1 004 620 10 18 17 18 0 13 18
g3-g46 2 1 005 484 2 10 9 10 0 9 14
g3-g47 2 1 003 434 2 10 10 10 0 9 22
g3-g48 2 1 008 443 3 8 8 8 0 10 15
g3-g49 2 1 008 393 77 8 8 8 0 9 18
g3-g5 2 0 000 270 0 0 0 0 0 1 7
g3-g50 2 1 021 567 1 143 141 141 0 138 237
g3-g6 2 0 000 265 1 0 0 0 0 0 9
g3-g7 2 0 000 263 12599 0 0 0 16 0 7
g3-g8 2 0 004 416 43 1 1 1 0 21 13
g3-g9 2 0 001 437 10 1 1 1 0 3 12
g30-g31 2 0 000 1265 3218 51 51 51 2 49 21
g30-g32 2 0 003 1827 34436190 696 693 681 4 674 1279
g30-g40 2 0 003 2113 1e8 276 276 277 4 272 330
g30-g44 2 0 000 558 2777 19 19 19 1 26 21
g30-g45 2 0 000 624 13073942 25 19 19 1 18 18
g30-g50 2 0 003 2222 4833395 216 214 238 6 261 228
g31-g32 2 1 965 7132 3 692 698 698 4 729 1306
g31-g40 2 X 1e8 1e8 1e8 1e8 1e8 1e8 1e8 1e8 1e8
g31-g50 2 0 1e8 11037 1e8 181 181 181 1e8 175 241
g33-g37 2 0 052 1567 1e8 76 76 124 3 85 16
g33-g38 2 0 001 418 0 5 4 5 0 3 8
g33-g40 2 1 379 2413 1e8 209 208 209 2 573 306
g33-g43 2 0 064 2025 1e8 24 24 25 1e8 23 11
g33-g44 2 0 273603 4062 1e8 48722 50538 15760 67458 27369850 5291
g33-g45 2 0 228241 3916 1e8 43665 45161 14161 57850 25334495 4939
g33-g46 2 0 852 1972 1e8 45 46 50 57 7291 20
g33-g47 2 0 736 2093 1e8 47 46 47 57 5976 28
g33-g48 2 0 2116 4332 1e8 85 94 77 121 21692 26
g33-g49 2 0 11586676 1e8 1e8 1705280 1699090 1e8 99299273 293157158 211112
g33-g50 2 1 1e8 15593 1e8 1e8 1e8 1e8 1e8 1e8 235
g34-g35 2 0 007 3502 1085 12 19 11 1 11 8
g34-g36 2 0 396 1595 2043 17 17 17 90 10 7
g34-g37 2 0 177349 17909709 1e8 1239950 1195356 486538 33903784 896414576 128204
g34-g38 2 0 000 357 1e8 9 9 9 1 5 8
g34-g39 2 0 006 2327 755 18 16 16 2 14 7
g34-g40 2 1 184 2762 1931 195 195 196 2 748 335
g34-g41 2 0 034 9547 3352 36 34 33 4 32 11
g34-g42 2 0 764 7906 1226474 189 189 31065 18506 52720 46
g34-g43 2 0 017 5840 1e8 19 19 19 2 18 18
g34-g44 2 0 013 6498 1e8 23 33 33 2 22 22
g34-g45 2 0 010 5373 1e8 22 22 23 2 22 16
g34-g46 2 X 1e8 1e8 1e8 1e8 1e8 1e8 1e8 1e8 1e8
g34-g47 2 X 1e8 1e8 1e8 1e8 1e8 1e8 1e8 1e8 1e8
g34-g48 2 X 1e8 1e8 1e8 1e8 1e8 1e8 1e8 1e8 1e8
g34-g49 2 X 1e8 1e8 1e8 1e8 1e8 1e8 1e8 1e8 1e8
g34-g50 2 X 1e8 1e8 1e8 1e8 1e8 1e8 1e8 1e8 1e8
g35-g37 2 1 13257 582073 1e8 1355 1343 1994 53036 414919 950
g35-g38 2 0 004 391 0 7 6 6 0 4 8
g35-g40 2 1 1460 3070 1e8 99239506 94959372 1e8 76839969 5784138023 335
g35-g41 2 0 001 1079 1 10 10 10 2 6 9
g35-g42 2 0 301 1423 1e8 8 9 11 1519 8 8
g35-g43 2 0 028 2250 1e8 24 34 25 4 23 11
g35-g44 2 0 010 4017 1e8 31 31 31 2 29 14
g35-g45 2 0 011 2877 1e8 30 30 30 1 29 13
g35-g46 2 0 127 1543 1e8 35 35 35 12 1326 17
g35-g47 2 0 076 1578 1e8 36 52 35 11 1468 15
g35-g48 2 0 149 1976 1e8 42 37 38 15 1576 17
g35-g49 2 0 1e8 1e8 1e8 1e8 1e8 1e8 1e8 7674367242 1e8
g35-g50 2 1 1e8 1e8 1e8 2016 2116 6471 1e8 215812 239
g36-g37 2 1 117 5923 1e8 466 587 3868 1452 110280 37
g36-g38 2 0 004 372 79366 5 4 5 1 4 9
g36-g40 2 1 2039 4403 1e8 335 327 663 111 16031 377
g36-g41 2 0 009 1174 22738 16 16 16 6 10 11
g36-g42 2 0 304 1415 1e8 10 7 7 39 7 9
g36-g43 2 0 013 2516 1e8 19 19 27 2 26 13
g36-g44 2 0 013 5086 1e8 53 36 53 2 34 14
g36-g45 2 0 010 4251 1e8 37 36 36 2 34 13
g36-g46 2 0 33929659 18978 1e8 56 55 46 50 21804 23
g36-g47 2 0 30470014 254386 1e8 56 56 47 50 20150 21
g36-g48 2 0 1e8 15677 1e8 91 88 57 222 63981 30
g36-g49 2 0 429738 5964 1e8 31 31 31 1e8 30 15
g36-g50 2 X 1e8 1e8 1e8 1e8 1e8 1e8 1e8 1e8 1e8
g37-g38 2 0 000 446 19257 6 6 6 0 6 13
g37-g40 2 1 1e8 1e8 1e8 2364634 2449505 2161760 1985745 355734948 3891085
g37-g43 2 0 018 1296 1e8 17 17 17 3 16 13
g37-g44 2 0 019 1688 1e8 68 63 68 3 89 14
g37-g45 2 0 011 1731 1e8 64 63 63 3 61 16
g37-g46 2 0 186 1695 1e8 81 81 83 14 287 16
g37-g47 2 0 104 1794 1e8 122 118 124 21 285 24
g37-g48 2 0 121 1849 1e8 91 91 110 24 963 20
g37-g49 2 0 2420 1790 1e8 21 21 15 67 15 15
g37-g50 2 X 1e8 1e8 1e8 1e8 1e8 1e8 1e8 1e8 1e8
g38-g40 2 1 179 2365 1e8 942154 1e8 1e8 797337 79886638 336
g38-g43 2 0 015 1687 1e8 12 12 12 1 11 16
g38-g44 2 0 033 1031 1e8 31 31 33 1 55 25
g38-g45 2 0 027 1052 1e8 32 32 38 1 55 17
g38-g50 2 1 248 2447 1e8 159 158 160 2 214 233
g39-g40 2 1 242 3027 11382 615272 565091 2926490 528828 62621224 375
g39-g41 2 0 003 798 1e8 11 11 16 1 11 9
g39-g42 2 0 039 1871 1e8 19 19 18 220 27 8
g39-g43 2 0 010 4104 1e8 38 37 39 7 25 13
g39-g44 2 0 019 4203 1e8 46 35 35 1 44 14
g39-g45 2 0 011 4585 1e8 37 30 31 2 29 14
g39-g46 2 0 6294 9736 1e8 62 61 60 56 49117 31
g39-g47 2 0 6006 9647 1e8 101 98 72 99 49947 27
g39-g48 2 0 13957 23407 1e8 140 109 62 115 128219 40
g39-g49 2 X 1e8 1e8 1e8 1e8 1e8 1e8 1e8 1e8 1e8
g39-g50 2 1 1e8 1e8 1e8 1e8 1e8 1e8 1e8 1e8 510
g4-g10 2 0 000 316 0 0 0 0 0 0 5
g4-g11 2 0 000 303 0 0 0 0 0 0 6
g4-g12 2 0 000 326 0 1 1 1 0 1 7
g4-g13 2 0 000 342 6 1 1 1 0 0 7
g4-g14 2 0 000 335 3 0 1 0 0 0 6
g4-g15 2 1 000 282 0 2 1 1 0 1 11
g4-g16 2 0 000 343 0 1 1 1 0 1 6
g4-g20 2 0 049 3314 7806 14 14 338 6 47 24
g4-g21 2 1 009 516 0 82 81 81 0 74 208
g4-g22 2 0 000 327 2 1 1 1 0 1 6
g4-g23 2 1 000 309 17 6 4 5 0 6 14
g4-g25 2 1 000 325 6 1 1 2 0 1 13
g4-g26 2 1 001 366 0 6 6 6 0 6 14
g4-g27 2 1 002 330 0 6 7 9 0 6 17
g4-g28 2 0 000 333 0 0 0 1 0 0 6
g4-g29 2 0 013 524 4 9 9 14 2 16 25
g4-g30 2 0 010 564 2 12 12 14 2 16 17
g4-g31 2 0 020 601 12 11 11 13 1 14 18
g4-g32 2 1 023 522 2 601 608 647 0 588 1287
g4-g33 2 0 000 337 0 2 2 2 0 2 7
g4-g37 2 0 012 550 6 12 11 11 1 11 13
g4-g38 2 0 000 301 0 1 1 1 0 2 6
g4-g40 2 1 028 575 1 204 209 186 0 180 361
g4-g41 2 0 000 387 0 3 3 3 0 3 7
g4-g42 2 0 001 492 265 6 6 6 0 5 11
g4-g43 2 1 007 365 11 24 23 24 2 33 28
g4-g44 2 0 018 546 12 18 18 21 2 20 23
g4-g45 2 0 011 793 11 18 18 20 1 30 25
g4-g46 2 0 014 555 2 18 19 19 2 13 17
g4-g47 2 0 012 564 2 14 13 13 1 13 16
g4-g48 2 0 013 596 2 15 16 15 2 15 18
g4-g49 2 1 007 361 2 35 34 79 9 55 22
g4-g5 2 0 000 278 0 0 0 0 0 0 6
g4-g50 2 1 024 559 1 142 142 142 0 138 216
g4-g6 2 0 000 271 0 0 0 0 0 0 6
g4-g7 2 0 000 362 0 0 0 0 0 0 7
g4-g9 2 0 000 260 0 0 0 0 0 0 7
g40-g50 2 0 002 3671 1e8 304 302 304 5 292 422
g41-g42 2 0 010 1685 1e8 11 8 9 2 12 8
g41-g43 2 0 021 560 1e8 30 30 30 2 29 15
g41-g44 2 0 020 529 1e8 55 52 55 3 36 12
g41-g45 2 0 011 555 1e8 41 41 38 3 36 13
g41-g46 2 0 2810 5685 1e8 65 65 56 63 17141 24
g41-g47 2 0 2901 5915 1e8 67 67 59 63 20862 25
g41-g48 2 0 6588 5802 1e8 161 157 108 192 49789 42
g41-g49 2 0 1e8 8216 1e8 1e8 1e8 1e8 1e8 1e8 1e8
g41-g50 2 X 1e8 1e8 1e8 1e8 1e8 1e8 1e8 1e8 1e8
g42-g43 2 0 011 565 1e8 45 43 46 3 30 12
g42-g44 2 0 021 537 24135 56 54 50 3 53 15
g42-g45 2 0 011 497 6351 38 38 37 2 36 14
g42-g46 2 0 120 1679 1 45 45 46 13 112 15
g42-g47 2 0 099 1652 2 45 46 53 10 112 15
g42-g48 2 0 110 1793 2 49 49 50 11 360 25
g42-g49 2 X 1e8 1e8 1e8 1e8 1e8 1e8 1e8 1e8 1e8
g42-g50 2 X 1e8 1e8 1e8 1e8 1e8 1e8 1e8 1e8 1e8
g43-g44 2 0 001 974 1e8 48 33 34 2 37 19
g43-g45 2 0 000 945 1e8 48 47 48 3 32 25
g43-g50 2 X 1e8 1e8 1e8 1e8 1e8 1e8 1e8 1e8 1e8
g44-g45 2 0 005 668 1e8 19 20 19 4 19 20
g44-g50 2 0 373 7843 1e8 172 171 172 1e8 165 229
g45-g50 2 0 029 6326 1e8 171 170 171 4 164 226
g46-g47 2 0 000 1010 1e8 22 25 25 1 21 18
g46-g48 2 1 022 1632 89 90 65 66 4 90 19
g46-g50 2 0 19627 5654 1e8 180 179 162 1e8 157 220
g47-g48 2 0 004 1030 1e8 78 73 83 3 64 17
g47-g50 2 0 025 5046 1e8 153 153 154 5 148 219
g48-g50 2 0 22878 5265 1e8 182 154 154 1e8 153 223
g49-g50 2 X 1e8 1e8 1e8 1e8 1e8 1e8 1e8 1e8 1e8
g5-g11 2 0 000 303 0 0 0 0 0 0 6
g5-g12 2 0 000 305 0 1 0 0 0 0 7
g5-g13 2 1 000 355 0 2 2 2 0 5 11
g5-g14 2 1 000 317 0 2 3 2 0 3 12
g5-g15 2 1 000 315 0 2 2 2 0 2 10
g5-g16 2 0 003 564 32 3 4 4 2 60 12
g5-g20 2 1 003 358 0 8 7 6 0 7 30
g5-g21 2 1 006 410 0 81 75 81 0 74 220
g5-g22 2 1 001 327 0 4 4 4 0 4 13
g5-g23 2 1 000 300 0 4 3 6 0 7 12
g5-g25 2 1 000 317 0 1 1 1 0 1 11
g5-g26 2 1 000 435 20 5 5 5 0 4 12
g5-g27 2 1 002 317 0 9 8 9 0 6 14
g5-g28 2 0 000 310 0 1 0 1 0 1 7
g5-g29 2 1 006 339 0 8 8 8 0 9 16
g5-g30 2 1 004 464 0 8 8 8 0 9 15
g5-g31 2 1 007 338 0 10 10 11 0 10 19
g5-g32 2 1 013 427 2 599 602 598 0 599 1300
g5-g33 2 0 000 512 1 3 5 5 0 23 13
g5-g37 2 1 006 396 270 5 5 35 24 7 14
g5-g38 2 0 000 294 0 2 2 2 0 1 6
g5-g40 2 1 016 529 1 184 184 184 1 176 352
g5-g41 2 1 000 438 0 9 10 7 1 12 17
g5-g42 2 1 002 408 0 17 16 11 1 11 17
g5-g43 2 1 003 354 0 15 19 14 1 16 18
g5-g44 2 1 005 723 36 13 15 14 1 14 19
g5-g45 2 1 006 657 6 13 13 13 0 14 19
g5-g46 2 1 008 568 6 11 11 12 1 43 19
g5-g47 2 1 005 524 8 13 12 12 2 113 13
g5-g48 2 1 008 527 2 9 9 9 0 10 22
g5-g49 2 1 007 341 0 9 9 9 0 10 13
g5-g50 2 1 018 515 1 142 141 146 0 138 230
g5-g6 2 0 000 255 0 0 0 0 0 0 6
g5-g7 2 0 000 247 0 0 0 0 0 0 7
g6-g11 2 0 000 320 2 3 3 2 0 2 13
g6-g12 2 0 003 318 15 1 1 2 2 2 9
g6-g13 2 1 045 628 270 4 8 4 0 113 11
g6-g14 2 1 004 923 8181 4 4 3 1 143 14
g6-g15 2 1 001 312 41 11 11 13 12 173 11
g6-g16 2 1 002 378 248 2 2 1 0 21 10
g6-g20 2 1 007 367 0 7 9 7 0 14 16
g6-g21 2 1 009 470 0 76 75 75 0 76 198
g6-g22 2 0 002 446 7191 1 1 184 0 2 7
g6-g23 2 1 003 347 0 7 7 58 0 10 12
g6-g25 2 1 003 438 2276 205 139 16277 56 9038 16
g6-g26 2 1 003 432 8 4 4 126 2 14 12
g6-g27 2 1 006 384 0 4 4 4 0 13 13
g6-g28 2 0 000 412 0 0 0 0 0 1 7
g6-g29 2 1 016 443 541 9 9 9 0 15 17
g6-g30 2 1 010 671 119 9 9 9 0 24 19
g6-g31 2 1 011 585 1 10 13 11 0 20 19
g6-g32 2 1 037 543 2 598 605 601 0 599 1263
g6-g33 2 0 001 479 666 3 3 3 0 5 7
g6-g37 2 1 010 536 894 6 9 7 7 11 12
g6-g38 2 0 001 339 19 3 3 3 1 2 9
g6-g40 2 1 022 668 1 182 182 182 0 183 300
g6-g41 2 0 001 625 269 4 4 4 0 3 7
g6-g42 2 0 019 2260 27107 7 7 1960 2 31 13
g6-g43 2 1 010 536 299 16 16 16 0 20 18
g6-g44 2 1 012 735 0 17 17 22 1 19 17
g6-g45 2 1 006 682 0 15 15 15 0 19 17
g6-g46 2 1 013 718 1035 10 9 10 3 80 18
g6-g47 2 1 011 678 6099 9 9 9 2 118 20
g6-g48 2 1 017 727 1652 10 10 10 1 36 16
g6-g49 2 1 013 647 1 10 10 10 0 19 15
g6-g50 2 1 045 737 1 145 143 144 0 140 222
g6-g7 2 0 000 269 4 0 0 0 0 0 7
g7-g11 2 0 000 329 0 0 0 0 0 0 7
g7-g12 2 0 000 364 1e8 1 1 1 0 1 8
g7-g13 2 0 000 332 22 0 1 1 0 1 7
g7-g14 2 0 000 388 0 0 1 1 0 0 7
g7-g15 2 0 000 307 536 0 0 1 0 0 8
g7-g16 2 0 000 356 0 1 1 1 0 1 8
g7-g20 2 0 278 37826 1e8 224 192 4262 153 6085 140
g7-g21 2 1 023 634 0 76 77 76 0 85 191
g7-g22 2 0 000 413 0 1 1 1 0 1 7
g7-g23 2 0 000 507 5582 2 2 2 0 2 8
g7-g25 2 0 000 424 3 1 1 1 0 1 8
g7-g26 2 0 000 442 4349 3 2 2 0 3 8
g7-g27 2 0 000 587 1e8 4 4 4 0 4 10
g7-g28 2 0 000 355 0 1 0 0 0 0 6
g7-g29 2 0 170 688 1e8 30 29 185 19 1017 25
g7-g30 2 0 097 769 1e8 51 29 168 30 1072 26
g7-g31 2 0 141 623 1e8 43 42 380 31 898 34
g7-g32 2 1 067 802 2 619 618 622 1 601 1267
g7-g33 2 0 000 511 0 2 2 2 0 2 8
g7-g37 2 0 005 609 5 13 9 10 0 9 14
g7-g38 2 1 001 420 0 5 4 3 0 7 15
g7-g40 2 1 071 950 1e8 232 229 790 43 3973 300
g7-g41 2 0 000 444 0 2 2 2 0 2 7
g7-g42 2 0 000 597 1 3 3 3 0 3 9
g7-g43 2 0 7847212 1e8 1e8 83224514 78839621 1e8 69195513 4062061301 16167160
g7-g44 2 0 129 676 1e8 42 38 292 27 595 32
g7-g45 2 0 072 714 1e8 44 42 278 19 943 34
g7-g46 2 0 085 727 24 25 25 42 14 156 22
g7-g47 2 0 082 722 13 25 25 42 14 155 23
g7-g48 2 0 111 789 1102936 32 49 101 19 406 26
