instance family sat sequential no-backjumping no-all-diff no-supplementals full-all-diff threaded
g9-g21 2 1 32 32 32 32 32 122
g9-g22 2 0 1 1 13567 26 1 1
g9-g23 2 1 280 1486 790301 175 280 76
g9-g25 2 0 0 0 0 0 0 0
g9-g26 2 1 119 119 12362 119 119 556
g9-g27 2 1 42287 73813 945994 42287 42287 160
g9-g28 2 0 0 0 0 0 0 0
g9-g29 2 0 98724 1e9 653611 156623 98704 98731
g9-g30 2 0 90037 1e9 645575 138884 90016 90037
g9-g31 2 0 454459 1e9 2162200 739559 454426 503205
g9-g32 2 1 32 32 32 32 32 98
g9-g33 2 0 0 0 0 1 0 0
g9-g37 2 0 167 251 2036447 152440 171 196
g9-g38 2 0 0 0 0 21 0 0
g9-g40 2 1 32 32 32 32 32 114
g9-g41 2 0 0 0 0 0 0 0
g9-g42 2 0 41 41 151284 166 34 41
g9-g43 2 1 32 32 35 33 32 91
g9-g44 2 0 4087671 1e9 26782909 7785028 4087628 4087671
g9-g45 2 0 3816025 1e9 26093840 6217627 3816069 3816029
g9-g46 2 0 178 178 1011 1440 166 178
g9-g47 2 0 177 177 1010 1390 163 177
g9-g48 2 0 755 768 2211 2676 743 755
g9-g49 2 1 32 32 32 32 32 106
g9-g50 2 1 32 32 32 32 32 54
images-CVIU11-1-119 8 0 1 1 1 459 1 1
images-CVIU11-1-131 8 0 0 0 0 185 0 0
images-CVIU11-1-50 8 0 0 0 0 456 0 0
images-CVIU11-1-81 8 0 1 1 1 240 1 1
images-CVIU11-10-110 8 0 0 0 0 7 0 0
images-CVIU11-10-139 8 0 0 0 0 9 0 0
images-CVIU11-10-20 8 0 0 0 0 15 0 0
images-CVIU11-10-50 8 0 0 0 0 9 0 0
images-CVIU11-10-58 8 0 1 1 1 9 1 1
images-CVIU11-10-60 8 0 0 0 0 23 0 0
images-CVIU11-10-93 8 0 1 1 1 13 1 1
images-CVIU11-11-4 8 0 8 8 99 10641 8 8
images-CVIU11-11-72 8 0 9 9 131 11519 9 9
images-CVIU11-11-8 8 0 2 2 31 8980 2 2
images-CVIU11-12-115 8 0 1 1 4 494 1 1
images-CVIU11-12-137 8 0 1 1 4 314 1 1
images-CVIU11-12-141 8 0 1 1 1 157 1 1
images-CVIU11-12-4 8 0 1 1 3 645 1 1
images-CVIU11-13-11 8 0 0 0 0 28 0 0
images-CVIU11-13-118 8 0 0 0 0 6 0 0
images-CVIU11-13-128 8 0 0 0 0 81 0 0
images-CVIU11-13-13 8 0 0 0 0 25 0 0
images-CVIU11-13-30 8 0 0 0 0 30 0 0
images-CVIU11-13-46 8 0 0 0 0 32 0 0
images-CVIU11-13-7 8 0 0 0 0 48 0 0
images-CVIU11-14-106 8 0 0 0 0 126 0 0
images-CVIU11-14-146 8 0 1 1 1 179 1 1
images-CVIU11-14-16 8 0 0 0 0 24 0 0
images-CVIU11-14-31 8 0 0 0 0 213 0 0
images-CVIU11-14-63 8 0 0 0 0 203 0 0
images-CVIU11-14-96 8 0 0 0 0 29 0 0
images-CVIU11-15-146 8 0 4 4 62 41027 4 4
images-CVIU11-16-143 8 0 0 0 0 24555 0 0
images-CVIU11-16-37 8 0 0 0 0 55387 0 0
images-CVIU11-16-55 8 0 0 0 0 19906 0 0
images-CVIU11-17-107 8 0 1 1 1 7647 1 1
images-CVIU11-17-14 8 0 0 0 0 3352 0 0
images-CVIU11-17-82 8 0 0 0 0 10284 0 0
images-CVIU11-18-137 8 0 0 0 0 22 0 0
images-CVIU11-18-139 8 0 1 1 1 10 1 1
images-CVIU11-18-27 8 0 0 0 0 14 0 0
images-CVIU11-18-33 8 0 1 1 1 37 1 1
images-CVIU11-18-82 8 0 1 1 1 20 1 1
images-CVIU11-18-85 8 0 1 1 1 19 1 1
images-CVIU11-19-129 8 0 3 3 8 9721 3 3
images-CVIU11-19-131 8 0 1 1 6 19452 1 1
images-CVIU11-2-24 8 0 0 0 0 543 0 0
images-CVIU11-2-33 8 0 2 2 4 3434 2 2
images-CVIU11-2-50 8 0 0 0 0 2712 0 0
images-CVIU11-2-54 8 0 0 0 0 1072 0 0
images-CVIU11-2-60 8 0 0 0 0 957 0 0
images-CVIU11-2-63 8 0 0 0 0 1901 0 0
images-CVIU11-2-79 8 0 2 2 6 906 2 2
images-CVIU11-20-134 8 0 39 39 45 30621 39 39
images-CVIU11-20-31 8 0 19 19 61 35182 19 19
images-CVIU11-20-46 8 0 45 45 46 38573 45 45
images-CVIU11-20-72 8 0 38 38 85 34777 36 38
images-CVIU11-20-88 8 0 30 30 73 29366 30 30
images-CVIU11-21-102 8 0 0 0 0 437 0 0
images-CVIU11-21-119 8 0 1 1 1 1993 1 1
images-CVIU11-21-9 8 0 0 0 0 697 0 0
images-CVIU11-22-100 8 0 0 0 0 14 0 0
images-CVIU11-22-107 8 0 0 0 0 25 0 0
images-CVIU11-22-110 8 0 0 0 0 9 0 0
images-CVIU11-22-118 8 0 0 0 0 13 0 0
images-CVIU11-22-12 8 0 0 0 0 18 0 0
images-CVIU11-23-113 8 0 0 0 0 185 0 0
images-CVIU11-23-143 8 0 1 1 1 500 1 1
images-CVIU11-23-48 8 0 1 1 1 438 1 1
images-CVIU11-24-113 8 0 0 0 0 18378 0 0
images-CVIU11-24-49 8 0 1 1 4 33427 1 1
images-CVIU11-24-5 8 0 1 1 3 44767 1 1
images-CVIU11-24-77 8 0 6 6 21 51698 6 6
images-CVIU11-25-139 8 0 0 0 0 35 0 0
images-CVIU11-25-61 8 0 0 0 0 99 0 0
images-CVIU11-25-66 8 0 0 0 0 14 0 0
images-CVIU11-25-70 8 0 0 0 0 69 0 0
images-CVIU11-25-77 8 0 0 0 0 81 0 0
images-CVIU11-25-97 8 0 0 0 0 34 0 0
images-CVIU11-26-106 8 0 0 0 0 8 0 0
images-CVIU11-26-129 8 1 71 71 71 80 71 71
images-CVIU11-26-138 8 0 0 0 0 26 0 0
images-CVIU11-26-15 8 0 0 0 0 6 0 0
images-CVIU11-26-57 8 0 0 0 0 45 0 0
images-CVIU11-26-70 8 0 0 0 0 28 0 0
images-CVIU11-26-71 8 0 0 0 0 26 0 0
images-CVIU11-26-75 8 0 0 0 0 24 0 0
images-CVIU11-26-77 8 0 0 0 0 25 0 0
images-CVIU11-26-78 8 0 0 0 0 40 0 0
images-CVIU11-27-125 8 0 0 0 0 779 0 0
images-CVIU11-27-137 8 0 0 0 0 474 0 0
images-CVIU11-27-144 8 0 0 0 0 353 0 0
images-CVIU11-27-17 8 0 0 0 0 952 0 0
images-CVIU11-27-36 8 0 0 0 0 706 0 0
images-CVIU11-28-130 8 0 0 0 0 261 0 0
images-CVIU11-28-135 8 0 0 0 0 583 0 0
images-CVIU11-28-99 8 0 0 0 0 683 0 0
images-CVIU11-29-107 8 0 0 0 0 4374 0 0
images-CVIU11-29-112 8 0 0 0 0 2505 0 0
images-CVIU11-29-114 8 0 0 0 0 2651 0 0
images-CVIU11-29-116 8 0 0 0 0 8903 0 0
images-CVIU11-29-12 8 0 0 0 0 4418 0 0
images-CVIU11-29-21 8 0 0 0 0 4927 0 0
images-CVIU11-29-3 8 0 0 0 0 5625 0 0
images-CVIU11-29-39 8 0 0 0 0 3700 0 0
images-CVIU11-29-75 8 0 0 0 0 8249 0 0
images-CVIU11-29-76 8 1 23 23 23 3368 23 23
images-CVIU11-29-79 8 0 0 0 0 3322 0 0
images-CVIU11-29-8 8 0 0 0 0 4452 0 0
images-CVIU11-29-82 8 0 0 0 0 5701 0 0
images-CVIU11-3-106 8 0 6 6 28 1391 5 6
images-CVIU11-3-138 8 0 1 1 19 1996 1 1
images-CVIU11-3-37 8 0 15 15 68 2363 12 15
images-CVIU11-3-48 8 0 11 11 25 1085 10 11
images-CVIU11-3-56 8 0 2 2 31 672 2 2
images-CVIU11-3-74 8 0 3 3 45 1622 2 3
images-CVIU11-30-1 8 0 1 1 1 1171 1 1
images-CVIU11-30-11 8 0 1 1 1 722 1 1
images-CVIU11-30-115 8 0 1 1 1 966 1 1
images-CVIU11-30-12 8 0 1 1 1 1100 1 1
images-CVIU11-30-42 8 0 1 1 1 1678 1 1
images-CVIU11-30-66 8 0 1 1 1 1033 1 1
images-CVIU11-31-105 8 0 0 0 0 4 0 0
images-CVIU11-31-109 8 0 0 0 0 1 0 0
images-CVIU11-31-26 8 0 0 0 0 1 0 0
images-CVIU11-31-31 8 0 0 0 0 1 0 0
images-CVIU11-31-39 8 0 0 0 0 1 0 0
images-CVIU11-33-109 8 0 0 0 0 389 0 0
images-CVIU11-33-59 8 0 0 0 0 599 0 0
images-CVIU11-33-71 8 0 0 0 0 648 0 0
images-CVIU11-33-86 8 0 0 0 0 433 0 0
images-CVIU11-33-88 8 0 0 0 0 691 0 0
images-CVIU11-33-93 8 0 0 0 0 729 0 0
images-CVIU11-34-106 8 0 0 0 0 1557 0 0
images-CVIU11-34-135 8 0 0 0 0 860 0 0
images-CVIU11-34-88 8 0 0 0 0 1079 0 0
images-CVIU11-34-9 8 0 0 0 0 544 0 0
images-CVIU11-35-141 8 0 0 0 0 274 0 0
images-CVIU11-35-68 8 0 0 0 0 1494 0 0
images-CVIU11-36-11 8 0 1 1 3 30 1 1
images-CVIU11-36-112 8 0 1 1 3 19 1 1
images-CVIU11-36-140 8 0 1 1 2 16 1 1
images-CVIU11-37-140 8 0 0 0 0 579 0 0
images-CVIU11-37-146 8 0 1 1 2 1802 1 1
images-CVIU11-37-41 8 0 1 1 2 653 1 1
images-CVIU11-37-54 8 0 1 1 3 840 1 1
images-CVIU11-37-70 8 0 1 1 6 1155 1 1
images-CVIU11-37-84 8 0 0 0 0 178 0 0
images-CVIU11-38-1 8 0 0 0 0 514 0 0
images-CVIU11-38-10 8 0 0 0 0 390 0 0
images-CVIU11-38-131 8 0 0 0 0 385 0 0
images-CVIU11-38-23 8 0 1 1 2 703 1 1
images-CVIU11-38-71 8 0 1 1 1 595 1 1
images-CVIU11-38-78 8 0 1 1 2 1011 1 1
images-CVIU11-39-107 8 0 0 0 0 489 0 0
images-CVIU11-39-114 8 0 0 0 0 298 0 0
images-CVIU11-39-37 8 0 0 0 0 1553 0 0
images-CVIU11-39-68 8 0 0 0 0 1041 0 0
images-CVIU11-39-80 8 0 0 0 0 533 0 0
images-CVIU11-4-42 8 0 0 0 0 37 0 0
images-CVIU11-4-50 8 0 0 0 0 19 0 0
images-CVIU11-40-126 8 0 0 0 0 7561 0 0
images-CVIU11-40-136 8 0 0 0 0 25539 0 0
images-CVIU11-40-139 8 0 0 0 0 16982 0 0
images-CVIU11-40-23 8 0 1 1 1 27782 1 1
images-CVIU11-40-46 8 0 0 0 0 33509 0 0
images-CVIU11-40-8 8 0 1 1 1 21643 1 1
images-CVIU11-41-113 8 0 1 1 1 211 1 1
images-CVIU11-41-4 8 0 1 1 1 598 1 1
images-CVIU11-41-86 8 0 1 1 6 526 1 1
images-CVIU11-41-88 8 0 1 1 9 876 1 1
images-CVIU11-42-112 8 0 1 1 1 468 1 1
images-CVIU11-42-122 8 0 0 0 0 1229 0 0
images-CVIU11-42-53 8 0 0 0 0 1137 0 0
images-CVIU11-42-68 8 0 1 1 1 2056 1 1
images-CVIU11-42-78 8 0 1 1 1 2650 1 1
images-CVIU11-42-80 8 0 0 0 0 990 0 0
images-CVIU11-42-88 8 0 1 1 1 1600 1 1
images-CVIU11-43-112 8 0 7 7 10 3790 7 7
images-CVIU11-43-65 8 0 11 11 13 5720 11 11
images-CVIU11-43-76 8 0 3 3 10 9220 3 3
images-CVIU11-44-119 8 0 0 0 0 1400 0 0
images-CVIU11-44-20 8 0 0 0 0 878 0 0
images-CVIU11-44-84 8 0 0 0 0 137 0 0
images-CVIU11-44-98 8 0 0 0 0 414 0 0
images-CVIU11-5-134 8 0 0 0 0 21917 0 0
images-CVIU11-5-19 8 0 0 0 0 40394 0 0
images-CVIU11-5-62 8 0 1 1 1 27603 1 1
images-CVIU11-6-119 8 0 0 0 0 911 0 0
images-CVIU11-6-25 8 0 0 0 0 89 0 0
images-CVIU11-6-58 8 0 0 0 0 427 0 0
images-CVIU11-7-56 8 0 3 3 4 505 3 3
images-CVIU11-7-96 8 0 7 7 10 346 8 7
images-CVIU11-8-120 8 0 0 0 0 452 0 0
images-CVIU11-8-129 8 0 0 0 0 150 0 0
images-CVIU11-8-130 8 0 0 0 0 149 0 0
images-CVIU11-8-20 8 0 0 0 0 403 0 0
images-CVIU11-8-68 8 0 0 0 0 548 0 0
images-CVIU11-8-83 8 0 0 0 0 491 0 0
images-CVIU11-9-110 8 0 1 1 1 225 1 1
meshes-CVIU11-1-106 10 0 0 0 0 0 0 0
meshes-CVIU11-1-120 10 0 0 0 0 0 0 0
meshes-CVIU11-1-149 10 0 0 0 0 0 0 0
meshes-CVIU11-1-170 10 0 0 0 0 0 0 0
meshes-CVIU11-1-175 10 0 0 0 0 0 0 0
meshes-CVIU11-1-187 10 0 0 0 0 0 0 0
meshes-CVIU11-1-188 10 0 0 0 0 0 0 0
meshes-CVIU11-1-20 10 0 0 0 0 0 0 0
meshes-CVIU11-1-205 10 0 0 0 0 0 0 0
meshes-CVIU11-1-206 10 0 0 0 0 0 0 0
meshes-CVIU11-1-220 10 0 0 0 0 0 0 0
meshes-CVIU11-1-223 10 0 0 0 0 0 0 0
meshes-CVIU11-1-225 10 0 0 0 0 0 0 0
meshes-CVIU11-1-250 10 0 0 0 0 0 0 0
meshes-CVIU11-1-278 10 0 0 0 0 0 0 0
meshes-CVIU11-1-279 10 0 0 0 0 0 0 0
meshes-CVIU11-1-282 10 0 0 0 0 0 0 0
meshes-CVIU11-1-283 10 0 0 0 0 0 0 0
meshes-CVIU11-1-294 10 0 0 0 0 0 0 0
meshes-CVIU11-1-305 10 0 0 0 0 0 0 0
meshes-CVIU11-1-314 10 0 0 0 0 0 0 0
meshes-CVIU11-1-318 10 0 0 0 0 0 0 0
meshes-CVIU11-1-34 10 0 0 0 0 0 0 0
meshes-CVIU11-1-357 10 0 0 0 0 0 0 0
meshes-CVIU11-1-360 10 0 0 0 0 0 0 0
meshes-CVIU11-1-368 10 0 0 0 0 0 0 0
meshes-CVIU11-1-37 10 0 0 0 0 0 0 0
meshes-CVIU11-1-397 10 0 0 0 0 0 0 0
meshes-CVIU11-1-410 10 0 0 0 0 0 0 0
meshes-CVIU11-1-424 10 0 0 0 0 0 0 0
meshes-CVIU11-1-431 10 0 0 0 0 0 0 0
meshes-CVIU11-1-461 10 0 0 0 0 0 0 0
meshes-CVIU11-1-466 10 0 0 0 0 0 0 0
meshes-CVIU11-1-489 10 0 0 0 0 0 0 0
meshes-CVIU11-1-511 10 0 0 0 0 0 0 0
meshes-CVIU11-1-63 10 0 0 0 0 0 0 0
meshes-CVIU11-1-88 10 0 0 0 0 0 0 0
meshes-CVIU11-2-100 10 0 0 0 0 0 0 0
meshes-CVIU11-2-108 10 0 0 0 0 0 0 0
meshes-CVIU11-2-11 10 0 0 0 0 0 0 0
meshes-CVIU11-2-121 10 0 0 0 0 0 0 0
meshes-CVIU11-2-13 10 0 0 0 0 0 0 0
meshes-CVIU11-2-137 10 0 0 0 0 0 0 0
meshes-CVIU11-2-177 10 0 0 0 0 0 0 0
meshes-CVIU11-2-211 10 0 0 0 0 0 0 0
meshes-CVIU11-2-223 10 0 0 0 0 0 0 0
meshes-CVIU11-2-233 10 0 0 0 0 0 0 0
meshes-CVIU11-2-245 10 0 0 0 0 0 0 0
meshes-CVIU11-2-246 10 0 0 0 0 0 0 0
meshes-CVIU11-2-248 10 0 0 0 0 0 0 0
meshes-CVIU11-2-267 10 0 0 0 0 0 0 0
meshes-CVIU11-2-3 10 0 0 0 0 0 0 0
meshes-CVIU11-2-300 10 0 0 0 0 0 0 0
meshes-CVIU11-2-304 10 0 0 0 0 0 0 0
meshes-CVIU11-2-305 10 0 0 0 0 0 0 0
meshes-CVIU11-2-317 10 0 0 0 0 0 0 0
meshes-CVIU11-2-321 10 0 0 0 0 0 0 0
meshes-CVIU11-2-324 10 0 0 0 0 0 0 0
meshes-CVIU11-2-349 10 0 0 0 0 0 0 0
meshes-CVIU11-2-35 10 0 0 0 0 0 0 0
meshes-CVIU11-2-353 10 0 0 0 0 0 0 0
meshes-CVIU11-2-354 10 0 0 0 0 0 0 0
meshes-CVIU11-2-365 10 0 0 0 0 0 0 0
meshes-CVIU11-2-447 10 0 0 0 0 0 0 0
meshes-CVIU11-2-449 10 0 0 0 0 0 0 0
meshes-CVIU11-2-462 10 0 0 0 0 0 0 0
meshes-CVIU11-2-484 10 0 0 0 0 0 0 0
meshes-CVIU11-2-487 10 0 0 0 0 0 0 0
meshes-CVIU11-2-493 10 0 0 0 0 0 0 0
meshes-CVIU11-2-503 10 0 0 0 0 0 0 0
meshes-CVIU11-2-511 10 0 0 0 0 0 0 0
meshes-CVIU11-2-513 10 0 0 0 0 0 0 0
meshes-CVIU11-2-52 10 0 0 0 0 0 0 0
meshes-CVIU11-2-54 10 0 0 0 0 0 0 0
meshes-CVIU11-2-6 10 0 0 0 0 0 0 0
meshes-CVIU11-2-76 10 0 0 0 0 0 0 0
meshes-CVIU11-2-80 10 0 0 0 0 0 0 0
meshes-CVIU11-3-100 10 0 0 0 0 0 0 0
meshes-CVIU11-3-12 10 0 2 2 20 13 2 2
meshes-CVIU11-3-130 10 0 0 0 0 0 0 0
meshes-CVIU11-3-139 10 0 61 61 717 259 61 61
meshes-CVIU11-3-147 10 0 0 0 0 0 0 0
meshes-CVIU11-3-151 10 0 0 0 0 0 0 0
meshes-CVIU11-3-158 10 1 1e9 1e9 1e9 1e9 1e9 1e9
meshes-CVIU11-3-16 10 0 0 0 0 0 0 0
meshes-CVIU11-3-17 10 0 0 0 0 0 0 0
meshes-CVIU11-3-190 10 0 0 0 0 0 0 0
meshes-CVIU11-3-193 10 0 0 0 0 0 0 0
meshes-CVIU11-3-195 10 0 0 0 0 0 0 0
meshes-CVIU11-3-213 10 1 1e9 1e9 1e9 1e9 1e9 1e9
meshes-CVIU11-3-218 10 0 2 2 339 2 2 2
meshes-CVIU11-3-220 10 0 0 0 0 0 0 0
meshes-CVIU11-3-23 10 0 0 0 0 0 0 0
meshes-CVIU11-3-242 10 1 1e9 1e9 1e9 1e9 1e9 1e9
meshes-CVIU11-3-246 10 0 11 11 63 61 11 11
meshes-CVIU11-3-251 10 0 5 5 36 13 5 5
meshes-CVIU11-3-289 10 0 2 2 5 5 2 2
meshes-CVIU11-3-290 10 0 2464 2476 7055 5955 2428 2464
meshes-CVIU11-3-313 10 1 1e9 1e9 1e9 1e9 1e9 1e9
meshes-CVIU11-3-325 10 0 2 2 29 10 2 2
meshes-CVIU11-3-35 10 0 10 10 31 11 10 10
meshes-CVIU11-3-357 10 0 4 4 15 11 4 4
meshes-CVIU11-3-381 10 0 0 0 0 0 0 0
meshes-CVIU11-3-408 10 0 0 0 0 0 0 0
meshes-CVIU11-3-431 10 0 0 0 0 0 0 0
meshes-CVIU11-3-434 10 1 1e9 1e9 1e9 743696430 1e9 1e9
meshes-CVIU11-3-448 10 0 2 2 153 21 2 2
meshes-CVIU11-3-45 10 0 7 7 90 34 7 7
meshes-CVIU11-3-457 10 0 0 0 0 0 0 0
meshes-CVIU11-3-484 10 0 4 4 177 82 4 4
meshes-CVIU11-3-501 10 0 7 7 43 24 7 7
meshes-CVIU11-3-503 10 0 64 64 68 1076 64 64
meshes-CVIU11-3-511 10 0 0 0 0 0 0 0
meshes-CVIU11-3-512 10 0 1e9 1e9 1e9 1e9 1e9 1e9
meshes-CVIU11-3-513 10 0 0 0 0 0 0 0
meshes-CVIU11-3-526 10 0 13 13 111 66 13 13
meshes-CVIU11-3-59 10 0 0 0 0 0 0 0
meshes-CVIU11-3-7 10 0 0 0 0 0 0 0
meshes-CVIU11-3-97 10 0 2 2 14 12 2 2
meshes-CVIU11-3-98 10 0 0 0 0 0 0 0
meshes-CVIU11-4-114 10 0 0 0 0 0 0 0
meshes-CVIU11-4-129 10 0 0 0 0 0 0 0
meshes-CVIU11-4-135 10 0 0 0 0 0 0 0
meshes-CVIU11-4-166 10 0 0 0 0 0 0 0
meshes-CVIU11-4-168 10 0 0 0 0 0 0 0
meshes-CVIU11-4-206 10 0 0 0 0 0 0 0
meshes-CVIU11-4-213 10 0 0 0 0 0 0 0
meshes-CVIU11-4-228 10 0 0 0 0 0 0 0
meshes-CVIU11-4-248 10 0 0 0 0 0 0 0
meshes-CVIU11-4-268 10 0 0 0 0 0 0 0
meshes-CVIU11-4-311 10 0 0 0 0 0 0 0
meshes-CVIU11-4-313 10 0 0 0 0 0 0 0
meshes-CVIU11-4-325 10 0 0 0 0 0 0 0
meshes-CVIU11-4-341 10 0 0 0 0 0 0 0
meshes-CVIU11-4-387 10 0 0 0 0 0 0 0
meshes-CVIU11-4-441 10 0 0 0 0 0 0 0
meshes-CVIU11-4-45 10 0 0 0 0 0 0 0
meshes-CVIU11-4-46 10 0 0 0 0 0 0 0
meshes-CVIU11-4-471 10 0 0 0 0 0 0 0
meshes-CVIU11-4-487 10 0 0 0 0 0 0 0
meshes-CVIU11-4-501 10 0 0 0 0 0 0 0
meshes-CVIU11-4-80 10 0 0 0 0 0 0 0
meshes-CVIU11-5-102 10 0 0 0 0 0 0 0
meshes-CVIU11-5-115 10 0 0 0 0 0 0 0
meshes-CVIU11-5-121 10 0 0 0 0 0 0 0
meshes-CVIU11-5-147 10 0 0 0 0 0 0 0
meshes-CVIU11-5-148 10 0 0 0 0 0 0 0
meshes-CVIU11-5-163 10 0 0 0 0 0 0 0
meshes-CVIU11-5-182 10 0 0 0 0 0 0 0
meshes-CVIU11-5-188 10 0 0 0 0 0 0 0
meshes-CVIU11-5-191 10 0 2 2 33820 19838 2 2
meshes-CVIU11-5-200 10 0 0 0 0 0 0 0
meshes-CVIU11-5-212 10 0 0 0 0 0 0 0
meshes-CVIU11-5-216 10 0 0 0 0 0 0 0
meshes-CVIU11-5-223 10 0 0 0 0 0 0 0
meshes-CVIU11-5-244 10 0 0 0 0 0 0 0
meshes-CVIU11-5-283 10 0 0 0 0 0 0 0
meshes-CVIU11-5-286 10 0 0 0 0 0 0 0
meshes-CVIU11-5-304 10 0 0 0 0 0 0 0
meshes-CVIU11-5-306 10 0 0 0 0 0 0 0
meshes-CVIU11-5-315 10 0 0 0 0 0 0 0
meshes-CVIU11-5-333 10 0 0 0 0 0 0 0
meshes-CVIU11-5-34 10 0 0 0 0 0 0 0
meshes-CVIU11-5-36 10 0 0 0 0 0 0 0
meshes-CVIU11-5-409 10 0 0 0 0 0 0 0
meshes-CVIU11-5-433 10 0 0 0 0 0 0 0
meshes-CVIU11-5-464 10 0 0 0 0 0 0 0
meshes-CVIU11-5-468 10 0 0 0 0 0 0 0
meshes-CVIU11-5-488 10 0 0 0 0 0 0 0
meshes-CVIU11-5-517 10 0 0 0 0 0 0 0
meshes-CVIU11-5-59 10 0 0 0 0 0 0 0
meshes-CVIU11-5-73 10 0 0 0 0 0 0 0
meshes-CVIU11-5-99 10 0 0 0 0 0 0 0
meshes-CVIU11-6-102 10 0 0 0 0 0 0 0
meshes-CVIU11-6-150 10 0 0 0 0 0 0 0
meshes-CVIU11-6-151 10 0 0 0 0 0 0 0
meshes-CVIU11-6-163 10 0 0 0 0 0 0 0
meshes-CVIU11-6-194 10 0 0 0 0 0 0 0
meshes-CVIU11-6-211 10 0 0 0 0 0 0 0
meshes-CVIU11-6-265 10 0 0 0 0 0 0 0
meshes-CVIU11-6-293 10 0 0 0 0 0 0 0
meshes-CVIU11-6-303 10 0 0 0 0 0 0 0
meshes-CVIU11-6-306 10 0 0 0 0 0 0 0
meshes-CVIU11-6-314 10 0 0 0 0 0 0 0
meshes-CVIU11-6-325 10 0 0 0 0 0 0 0
meshes-CVIU11-6-338 10 0 0 0 0 0 0 0
meshes-CVIU11-6-345 10 0 0 0 0 0 0 0
meshes-CVIU11-6-400 10 0 0 0 0 0 0 0
meshes-CVIU11-6-438 10 0 0 0 0 0 0 0
meshes-CVIU11-6-443 10 0 0 0 0 0 0 0
meshes-CVIU11-6-485 10 0 0 0 0 0 0 0
meshes-CVIU11-6-498 10 0 0 0 0 0 0 0
meshes-CVIU11-6-523 10 0 0 0 0 0 0 0
meshes-CVIU11-6-528 10 0 0 0 0 0 0 0
meshes-CVIU11-6-56 10 0 0 0 0 0 0 0
meshes-CVIU11-6-58 10 0 0 0 0 0 0 0
meshes-CVIU11-6-65 10 0 0 0 0 0 0 0
meshes-CVIU11-6-68 10 0 0 0 0 0 0 0
meshes-CVIU11-6-77 10 0 0 0 0 0 0 0
meshes-CVIU11-6-81 10 0 0 0 0 0 0 0
PR15-1 9 1 84 84 84 100 84 84
PR15-2 9 1 160 160 234 19898 159 239
PR15-3 9 1 11 11 11 734 11 11
PR15-4 9 1 9 9 9 9 9 86
PR15-5 9 1 19 19 19 385 19 19
PR15-6 9 1 95 95 95 102 95 95
PR15-7 9 1 171 171 171 171 171 171
PR15-8 9 1 7 7 7 13 7 46
PR15-9 9 1 75 75 77 1466 75 138
PR15-10 9 1 10 10 10 11 10 90
PR15-11 9 1 6 6 6 17 6 46
PR15-12 9 1 8 8 8 143 8 63
PR15-13 9 1 64 64 64 65 64 64
PR15-14 9 1 122 122 122 488 122 122
PR15-15 9 1 78 78 78 80 78 78
PR15-16 9 1 5 5 5 5 5 51
PR15-17 9 1 21 21 25 12 21 112
PR15-18 9 1 16 16 16 7643 16 20
PR15-19 9 1 8 8 8 481 8 70
PR15-20 9 1 23 23 25 19 23 52
PR15-21 9 1 17 17 17 55 17 17
PR15-22 9 1 19 19 19 183 19 45
PR15-23 9 1 6 6 6 2930 6 20
PR15-24 9 1 54 54 61 4338 54 54
